506295_unique_latency_date,506295_unique_latency_time,506295_unique_latency_p50,506295_unique_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999,202181_unique_latency_date,202181_unique_latency_time,202181_unique_latency_p50,202181_unique_latency_p999,969038_unique_latency_date,969038_unique_latency_time,969038_unique_latency_p50,969038_unique_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999,_kafka_source_latency_date,_kafka_source_latency_time,_kafka_source_latency_p50,_kafka_source_latency_p999
2016-4-8,16:49:14,13048,51095,2016-4-8,16:47:53,13039,248004,2016-4-8,16:47:53,13227,220561,2016-4-8,16:47:53,11445,59193,2016-4-8,16:47:53,5572,13967,2016-4-8,16:47:53,12881,224555,2016-4-8,16:47:53,13004,162001
2016-4-8,16:49:15,13045,51077,2016-4-8,16:47:54,13095,248312,2016-4-8,16:47:54,13101,215001,2016-4-8,16:47:54,11412,59156,2016-4-8,16:47:54,5562,13935,2016-4-8,16:47:54,12537,200425,2016-4-8,16:47:54,13126,166454
2016-4-8,16:49:16,13050,51059,2016-4-8,16:47:55,13621,267171,2016-4-8,16:47:55,13230,217948,2016-4-8,16:47:55,11380,59120,2016-4-8,16:47:55,5554,13905,2016-4-8,16:47:55,13135,240980,2016-4-8,16:47:55,12949,159790
2016-4-8,16:49:17,13057,51041,2016-4-8,16:47:56,13142,245816,2016-4-8,16:47:56,13283,227369,2016-4-8,16:47:56,11352,59084,2016-4-8,16:47:56,5546,13877,2016-4-8,16:47:56,12964,217472,2016-4-8,16:47:56,12884,164491
2016-4-8,16:49:18,13053,51022,2016-4-8,16:47:57,13119,252822,2016-4-8,16:47:57,13172,211970,2016-4-8,16:47:57,11324,59047,2016-4-8,16:47:57,5539,13845,2016-4-8,16:47:57,12850,186942,2016-4-8,16:47:57,12771,150614
2016-4-8,16:49:19,13053,51000,2016-4-8,16:47:58,13626,267035,2016-4-8,16:47:58,13499,236116,2016-4-8,16:47:58,11301,59013,2016-4-8,16:47:58,5532,13816,2016-4-8,16:47:58,12923,199168,2016-4-8,16:47:58,13291,193713
2016-4-8,16:49:20,13061,50936,2016-4-8,16:47:59,12852,237690,2016-4-8,16:47:59,13285,212006,2016-4-8,16:47:59,11284,58992,2016-4-8,16:47:59,5528,13792,2016-4-8,16:47:59,13432,200722,2016-4-8,16:47:59,13453,188479
2016-4-8,16:49:21,13067,50846,2016-4-8,16:48:0,13254,258284,2016-4-8,16:48:0,13303,215920,2016-4-8,16:48:0,11276,58975,2016-4-8,16:48:0,5526,13767,2016-4-8,16:48:0,13138,212925,2016-4-8,16:48:0,13333,176210
2016-4-8,16:49:22,13078,50747,2016-4-8,16:48:1,13348,260223,2016-4-8,16:48:1,12880,194489,2016-4-8,16:48:1,11255,58951,2016-4-8,16:48:1,5523,13742,2016-4-8,16:48:1,12875,167784,2016-4-8,16:48:1,13113,176955
2016-4-8,16:49:23,13088,50664,2016-4-8,16:48:2,12887,251666,2016-4-8,16:48:2,12818,199640,2016-4-8,16:48:2,11242,58930,2016-4-8,16:48:2,5524,13721,2016-4-8,16:48:2,12676,185084,2016-4-8,16:48:2,13668,196111
2016-4-8,16:49:24,13099,50578,2016-4-8,16:48:3,12929,254171,2016-4-8,16:48:3,13560,232190,2016-4-8,16:48:3,11221,58913,2016-4-8,16:48:3,5518,13701,2016-4-8,16:48:3,13186,216885,2016-4-8,16:48:3,13025,188374
2016-4-8,16:49:25,13110,50483,2016-4-8,16:48:4,13157,269433,2016-4-8,16:48:4,13301,230195,2016-4-8,16:48:4,11210,58895,2016-4-8,16:48:4,5514,13677,2016-4-8,16:48:4,12021,160923,2016-4-8,16:48:4,13458,193141
2016-4-8,16:49:26,13117,50376,2016-4-8,16:48:5,13690,312831,2016-4-8,16:48:5,12765,208117,2016-4-8,16:48:5,11222,58877,2016-4-8,16:48:5,5516,13654,2016-4-8,16:48:5,13549,236639,2016-4-8,16:48:5,13546,204732
2016-4-8,16:49:27,13126,50264,2016-4-8,16:48:6,13577,311173,2016-4-8,16:48:6,13354,229170,2016-4-8,16:48:6,11232,58860,2016-4-8,16:48:6,5521,13634,2016-4-8,16:48:6,13384,239381,2016-4-8,16:48:6,13226,197592
2016-4-8,16:49:28,13137,50158,2016-4-8,16:48:7,13485,320265,2016-4-8,16:48:7,13407,241278,2016-4-8,16:48:7,11229,58843,2016-4-8,16:48:7,5523,13615,2016-4-8,16:48:7,12767,211122,2016-4-8,16:48:7,12893,184298
2016-4-8,16:49:29,13145,50076,2016-4-8,16:48:8,13639,327442,2016-4-8,16:48:8,12702,221162,2016-4-8,16:48:8,11215,58829,2016-4-8,16:48:8,5519,13591,2016-4-8,16:48:8,13459,258241,2016-4-8,16:48:8,13310,201939
2016-4-8,16:49:30,13153,50027,2016-4-8,16:48:9,13502,317211,2016-4-8,16:48:9,12390,206229,2016-4-8,16:48:9,11218,58814,2016-4-8,16:48:9,5522,13563,2016-4-8,16:48:9,13362,232781,2016-4-8,16:48:9,13350,191051
2016-4-8,16:49:31,13164,50022,2016-4-8,16:48:10,13610,322210,2016-4-8,16:48:10,13703,252880,2016-4-8,16:48:10,11240,58795,2016-4-8,16:48:10,5529,13536,2016-4-8,16:48:10,12622,206348,2016-4-8,16:48:10,13346,200441
2016-4-8,16:49:32,13177,50019,2016-4-8,16:48:11,13189,314507,2016-4-8,16:48:11,13062,221497,2016-4-8,16:48:11,11256,58773,2016-4-8,16:48:11,5529,13507,2016-4-8,16:48:11,13239,222869,2016-4-8,16:48:11,13318,193898
2016-4-8,16:49:33,13187,50016,2016-4-8,16:48:12,13668,323909,2016-4-8,16:48:12,13090,223126,2016-4-8,16:48:12,11250,58750,2016-4-8,16:48:12,5527,13480,2016-4-8,16:48:12,13257,250280,2016-4-8,16:48:12,13095,178493
2016-4-8,16:49:34,13189,50012,2016-4-8,16:48:13,13092,298648,2016-4-8,16:48:13,13102,222953,2016-4-8,16:48:13,11254,58726,2016-4-8,16:48:13,5528,13456,2016-4-8,16:48:13,13114,233057,2016-4-8,16:48:13,13435,184330
2016-4-8,16:49:35,13187,50008,2016-4-8,16:48:14,13767,321913,2016-4-8,16:48:14,13801,251259,2016-4-8,16:48:14,11271,58673,2016-4-8,16:48:14,5534,13434,2016-4-8,16:48:14,13091,225762,2016-4-8,16:48:14,13545,192535
2016-4-8,16:49:36,13187,50006,2016-4-8,16:48:15,13407,321032,2016-4-8,16:48:15,13303,223082,2016-4-8,16:48:15,11290,58617,2016-4-8,16:48:15,5537,13412,2016-4-8,16:48:15,13135,208691,2016-4-8,16:48:15,13206,180584
2016-4-8,16:49:37,13182,50003,2016-4-8,16:48:16,13402,318416,2016-4-8,16:48:16,13416,227600,2016-4-8,16:48:16,11305,58574,2016-4-8,16:48:16,5541,13390,2016-4-8,16:48:16,13407,245193,2016-4-8,16:48:16,13650,193094
2016-4-8,16:49:38,13178,49991,2016-4-8,16:48:17,13079,295457,2016-4-8,16:48:17,13328,228376,2016-4-8,16:48:17,11318,58529,2016-4-8,16:48:17,5544,13366,2016-4-8,16:48:17,13305,222084,2016-4-8,16:48:17,13079,191743
2016-4-8,16:49:39,13177,49951,2016-4-8,16:48:18,13316,298202,2016-4-8,16:48:18,13538,240280,2016-4-8,16:48:18,11325,58474,2016-4-8,16:48:18,5542,13342,2016-4-8,16:48:18,13371,240123,2016-4-8,16:48:18,13217,184115
2016-4-8,16:49:40,13179,49910,2016-4-8,16:48:19,14043,327621,2016-4-8,16:48:19,12944,220565,2016-4-8,16:48:19,11318,58420,2016-4-8,16:48:19,5540,13319,2016-4-8,16:48:19,13987,262945,2016-4-8,16:48:19,13486,188005
2016-4-8,16:49:41,13184,49869,2016-4-8,16:48:20,13829,310890,2016-4-8,16:48:20,13490,236856,2016-4-8,16:48:20,11320,58368,2016-4-8,16:48:20,5540,13303,2016-4-8,16:48:20,13070,220267,2016-4-8,16:48:20,14135,224538
2016-4-8,16:49:42,13188,49831,2016-4-8,16:48:21,13420,298023,2016-4-8,16:48:21,13794,247658,2016-4-8,16:48:21,11335,58324,2016-4-8,16:48:21,5544,13289,2016-4-8,16:48:21,12670,200214,2016-4-8,16:48:21,13290,185940
2016-4-8,16:49:43,13189,49799,2016-4-8,16:48:22,13629,307361,2016-4-8,16:48:22,14076,260427,2016-4-8,16:48:22,11351,58285,2016-4-8,16:48:22,5551,13271,2016-4-8,16:48:22,13146,223152,2016-4-8,16:48:22,12920,170263
2016-4-8,16:49:44,13193,49767,2016-4-8,16:48:23,13594,310818,2016-4-8,16:48:23,12675,201377,2016-4-8,16:48:23,11370,58239,2016-4-8,16:48:23,5554,13252,2016-4-8,16:48:23,13388,243415,2016-4-8,16:48:23,13636,202156
2016-4-8,16:49:45,13198,49730,2016-4-8,16:48:24,13711,312189,2016-4-8,16:48:24,13700,244713,2016-4-8,16:48:24,11367,58190,2016-4-8,16:48:24,5552,13231,2016-4-8,16:48:24,13366,220535,2016-4-8,16:48:24,13699,199578
2016-4-8,16:49:46,13196,49685,2016-4-8,16:48:25,13414,308113,2016-4-8,16:48:25,13485,236005,2016-4-8,16:48:25,11350,58144,2016-4-8,16:48:25,5546,13211,2016-4-8,16:48:25,13229,222590,2016-4-8,16:48:25,13829,213559
2016-4-8,16:49:47,13194,49603,2016-4-8,16:48:26,14265,345463,2016-4-8,16:48:26,14248,273482,2016-4-8,16:48:26,11338,58110,2016-4-8,16:48:26,5540,13189,2016-4-8,16:48:26,13037,221417,2016-4-8,16:48:26,13600,208836
2016-4-8,16:49:48,13202,49525,2016-4-8,16:48:27,13528,313160,2016-4-8,16:48:27,13645,248169,2016-4-8,16:48:27,11333,58079,2016-4-8,16:48:27,5539,13169,2016-4-8,16:48:27,13618,267793,2016-4-8,16:48:27,12850,191288
2016-4-8,16:49:49,13211,49454,2016-4-8,16:48:28,13818,331290,2016-4-8,16:48:28,14238,281088,2016-4-8,16:48:28,11335,58041,2016-4-8,16:48:28,5539,13150,2016-4-8,16:48:28,13139,221232,2016-4-8,16:48:28,13972,216689
2016-4-8,16:49:50,13219,49380,2016-4-8,16:48:29,14247,366349,2016-4-8,16:48:29,13963,278428,2016-4-8,16:48:29,11346,58002,2016-4-8,16:48:29,5540,13131,2016-4-8,16:48:29,13356,239257,2016-4-8,16:48:29,13568,205934
2016-4-8,16:49:51,13224,49326,2016-4-8,16:48:30,13669,355923,2016-4-8,16:48:30,12864,240311,2016-4-8,16:48:30,11348,57972,2016-4-8,16:48:30,5538,13112,2016-4-8,16:48:30,14153,295505,2016-4-8,16:48:30,13453,208494
2016-4-8,16:49:52,13231,49269,2016-4-8,16:48:31,14041,366010,2016-4-8,16:48:31,12990,256375,2016-4-8,16:48:31,11344,57947,2016-4-8,16:48:31,5534,13094,2016-4-8,16:48:31,13743,306860,2016-4-8,16:48:31,14255,235633
2016-4-8,16:49:53,13240,49189,2016-4-8,16:48:32,14392,384880,2016-4-8,16:48:32,13662,271950,2016-4-8,16:48:32,11349,57921,2016-4-8,16:48:32,5534,13076,2016-4-8,16:48:32,13018,237517,2016-4-8,16:48:32,13965,206868
2016-4-8,16:49:54,13243,49107,2016-4-8,16:48:33,13219,334007,2016-4-8,16:48:33,13573,270922,2016-4-8,16:48:33,11343,57894,2016-4-8,16:48:33,5533,13056,2016-4-8,16:48:33,13289,259551,2016-4-8,16:48:33,13720,214718
2016-4-8,16:49:55,13251,48326,2016-4-8,16:48:34,13786,370434,2016-4-8,16:48:34,13895,287132,2016-4-8,16:48:34,11353,57865,2016-4-8,16:48:34,5534,13034,2016-4-8,16:48:34,13421,284858,2016-4-8,16:48:34,14388,235267
2016-4-8,16:49:56,13259,34943,2016-4-8,16:48:35,14607,401626,2016-4-8,16:48:35,13955,302722,2016-4-8,16:48:35,11353,57836,2016-4-8,16:48:35,5531,13012,2016-4-8,16:48:35,13378,280665,2016-4-8,16:48:35,14025,217313
2016-4-8,16:49:57,13264,34846,2016-4-8,16:48:36,14002,360740,2016-4-8,16:48:36,13703,255716,2016-4-8,16:48:36,11366,57810,2016-4-8,16:48:36,5535,13361,2016-4-8,16:48:36,13547,277784,2016-4-8,16:48:36,13930,224039
2016-4-8,16:49:58,13273,34759,2016-4-8,16:48:37,13886,376955,2016-4-8,16:48:37,13500,268648,2016-4-8,16:48:37,11379,57787,2016-4-8,16:48:37,5538,13545,2016-4-8,16:48:37,14006,305407,2016-4-8,16:48:37,13852,180931
2016-4-8,16:49:59,13283,34673,2016-4-8,16:48:38,13998,363045,2016-4-8,16:48:38,13838,277184,2016-4-8,16:48:38,11393,57763,2016-4-8,16:48:38,5537,13523,2016-4-8,16:48:38,13248,259003,2016-4-8,16:48:38,14160,224201
2016-4-8,16:50:0,13289,34594,2016-4-8,16:48:39,14522,388011,2016-4-8,16:48:39,14444,302091,2016-4-8,16:48:39,11409,57736,2016-4-8,16:48:39,5537,13500,2016-4-8,16:48:39,14316,350012,2016-4-8,16:48:39,14357,223918
2016-4-8,16:50:1,13294,34506,2016-4-8,16:48:40,13975,343290,2016-4-8,16:48:40,13503,262715,2016-4-8,16:48:40,11427,57678,2016-4-8,16:48:40,5537,13483,2016-4-8,16:48:40,13361,266039,2016-4-8,16:48:40,14222,213671
2016-4-8,16:50:2,13303,34401,2016-4-8,16:48:41,13956,339465,2016-4-8,16:48:41,14106,285976,2016-4-8,16:48:41,11444,57603,2016-4-8,16:48:41,5536,13470,2016-4-8,16:48:41,13858,290976,2016-4-8,16:48:41,14333,237001
2016-4-8,16:50:3,13309,34303,2016-4-8,16:48:42,14192,366718,2016-4-8,16:48:42,13601,262274,2016-4-8,16:48:42,11454,57535,2016-4-8,16:48:42,5537,13454,2016-4-8,16:48:42,13218,272134,2016-4-8,16:48:42,14414,244469
2016-4-8,16:50:4,13318,34212,2016-4-8,16:48:43,13243,330384,2016-4-8,16:48:43,13745,274114,2016-4-8,16:48:43,11463,57464,2016-4-8,16:48:43,5537,13434,2016-4-8,16:48:43,14252,312870,2016-4-8,16:48:43,13435,190722
2016-4-8,16:50:5,13328,34123,2016-4-8,16:48:44,14344,376495,2016-4-8,16:48:44,14115,291628,2016-4-8,16:48:44,11461,57390,2016-4-8,16:48:44,5531,13413,2016-4-8,16:48:44,13623,288366,2016-4-8,16:48:44,14069,228939
2016-4-8,16:50:6,13336,34065,2016-4-8,16:48:45,14081,361119,2016-4-8,16:48:45,14192,286807,2016-4-8,16:48:45,11468,57305,2016-4-8,16:48:45,5526,13391,2016-4-8,16:48:45,13712,278261,2016-4-8,16:48:45,14664,241855
2016-4-8,16:50:7,13345,34058,2016-4-8,16:48:46,14490,390261,2016-4-8,16:48:46,14497,296342,2016-4-8,16:48:46,11473,57207,2016-4-8,16:48:46,5524,13370,2016-4-8,16:48:46,13972,300103,2016-4-8,16:48:46,14223,224193
2016-4-8,16:50:8,13349,34053,2016-4-8,16:48:47,14672,404062,2016-4-8,16:48:47,14036,279468,2016-4-8,16:48:47,11477,57131,2016-4-8,16:48:47,5521,13347,2016-4-8,16:48:47,13681,274048,2016-4-8,16:48:47,14503,239410
2016-4-8,16:50:9,13354,34047,2016-4-8,16:48:48,14207,367348,2016-4-8,16:48:48,14393,295100,2016-4-8,16:48:48,11473,57053,2016-4-8,16:48:48,5515,13321,2016-4-8,16:48:48,14081,294385,2016-4-8,16:48:48,14193,224151
2016-4-8,16:50:10,13356,34038,2016-4-8,16:48:49,14470,380695,2016-4-8,16:48:49,14358,290791,2016-4-8,16:48:49,11460,53845,2016-4-8,16:48:49,5508,13296,2016-4-8,16:48:49,14030,272744,2016-4-8,16:48:49,14168,229873
2016-4-8,16:50:11,13354,34029,2016-4-8,16:48:50,13991,357254,2016-4-8,16:48:50,13945,275990,2016-4-8,16:48:50,11470,53487,2016-4-8,16:48:50,5506,13272,2016-4-8,16:48:50,13782,272465,2016-4-8,16:48:50,14129,206454
2016-4-8,16:50:12,13354,34021,2016-4-8,16:48:51,14190,373734,2016-4-8,16:48:51,14337,289494,2016-4-8,16:48:51,11465,56660,2016-4-8,16:48:51,5503,13248,2016-4-8,16:48:51,14097,294885,2016-4-8,16:48:51,14413,232144
2016-4-8,16:50:13,13355,34013,2016-4-8,16:48:52,14582,385315,2016-4-8,16:48:52,14495,302317,2016-4-8,16:48:52,11448,56525,2016-4-8,16:48:52,5501,13221,2016-4-8,16:48:52,13664,282441,2016-4-8,16:48:52,14180,215570
2016-4-8,16:50:14,13358,33869,2016-4-8,16:48:53,14563,382022,2016-4-8,16:48:53,14261,280632,2016-4-8,16:48:53,11442,56402,2016-4-8,16:48:53,5502,13196,2016-4-8,16:48:53,13347,252131,2016-4-8,16:48:53,14751,245318
2016-4-8,16:50:15,13357,29936,2016-4-8,16:48:54,14435,370079,2016-4-8,16:48:54,14283,284048,2016-4-8,16:48:54,11434,56288,2016-4-8,16:48:54,5503,13172,2016-4-8,16:48:54,13762,264330,2016-4-8,16:48:54,13895,194731
2016-4-8,16:50:16,13358,29849,2016-4-8,16:48:55,14574,379403,2016-4-8,16:48:55,13815,255986,2016-4-8,16:48:55,11418,56237,2016-4-8,16:48:55,5497,13147,2016-4-8,16:48:55,14198,291974,2016-4-8,16:48:55,14129,220113
2016-4-8,16:50:17,13351,46462,2016-4-8,16:48:56,14270,370329,2016-4-8,16:48:56,14887,304970,2016-4-8,16:48:56,11410,56195,2016-4-8,16:48:56,5498,13122,2016-4-8,16:48:56,14408,287332,2016-4-8,16:48:56,14067,208323
2016-4-8,16:50:18,13345,47055,2016-4-8,16:48:57,13514,340331,2016-4-8,16:48:57,14291,276514,2016-4-8,16:48:57,11413,56140,2016-4-8,16:48:57,5501,13098,2016-4-8,16:48:57,13744,282652,2016-4-8,16:48:57,14801,256887
2016-4-8,16:50:19,13336,47032,2016-4-8,16:48:58,14490,385018,2016-4-8,16:48:58,14713,302942,2016-4-8,16:48:58,11397,56085,2016-4-8,16:48:58,5496,13078,2016-4-8,16:48:58,14373,292063,2016-4-8,16:48:58,13984,206426
2016-4-8,16:50:20,13332,46677,2016-4-8,16:48:59,15063,381839,2016-4-8,16:48:59,13965,267807,2016-4-8,16:48:59,11381,56030,2016-4-8,16:48:59,5493,13061,2016-4-8,16:48:59,14206,288155,2016-4-8,16:48:59,13985,215060
2016-4-8,16:50:21,13323,34924,2016-4-8,16:49:0,14765,384393,2016-4-8,16:49:0,14150,273579,2016-4-8,16:49:0,11377,53856,2016-4-8,16:49:0,5492,13037,2016-4-8,16:49:0,14242,314993,2016-4-8,16:49:0,14214,207002
2016-4-8,16:50:22,13313,34814,2016-4-8,16:49:1,14993,396528,2016-4-8,16:49:1,14335,273342,2016-4-8,16:49:1,11372,53188,2016-4-8,16:49:1,5497,13013,2016-4-8,16:49:1,13761,261257,2016-4-8,16:49:1,14738,232524
2016-4-8,16:50:23,13306,34711,2016-4-8,16:49:2,14639,381749,2016-4-8,16:49:2,14380,277881,2016-4-8,16:49:2,11359,53009,2016-4-8,16:49:2,5495,12995,2016-4-8,16:49:2,13915,275915,2016-4-8,16:49:2,14707,223219
2016-4-8,16:50:24,13309,34592,2016-4-8,16:49:3,14004,358684,2016-4-8,16:49:3,14529,280262,2016-4-8,16:49:3,11367,53003,2016-4-8,16:49:3,5494,12985,2016-4-8,16:49:3,14696,319517,2016-4-8,16:49:3,14853,232190
2016-4-8,16:50:25,13306,34469,2016-4-8,16:49:4,14879,385328,2016-4-8,16:49:4,15004,308634,2016-4-8,16:49:4,11380,51170,2016-4-8,16:49:4,5501,13241,2016-4-8,16:49:4,14014,277673,2016-4-8,16:49:4,14660,227740
2016-4-8,16:50:26,13306,34346,2016-4-8,16:49:5,15258,399205,2016-4-8,16:49:5,14575,276323,2016-4-8,16:49:5,11393,50821,2016-4-8,16:49:5,5508,13293,2016-4-8,16:49:5,14046,271733,2016-4-8,16:49:5,15180,246384
2016-4-8,16:50:27,13312,34241,2016-4-8,16:49:6,14364,374600,2016-4-8,16:49:6,14734,284294,2016-4-8,16:49:6,11409,50700,2016-4-8,16:49:6,5516,13268,2016-4-8,16:49:6,14202,301825,2016-4-8,16:49:6,14724,229452
2016-4-8,16:50:28,13317,34161,2016-4-8,16:49:7,14814,374010,2016-4-8,16:49:7,14382,270455,2016-4-8,16:49:7,11422,50575,2016-4-8,16:49:7,5521,13245,2016-4-8,16:49:7,13965,263552,2016-4-8,16:49:7,15690,255875
2016-4-8,16:50:29,13311,34079,2016-4-8,16:49:8,14717,372407,2016-4-8,16:49:8,13650,246054,2016-4-8,16:49:8,11438,50437,2016-4-8,16:49:8,5523,13225,2016-4-8,16:49:8,14108,282527,2016-4-8,16:49:8,15422,242838
2016-4-8,16:50:30,13301,34056,2016-4-8,16:49:9,15301,391567,2016-4-8,16:49:9,14929,289398,2016-4-8,16:49:9,11449,50316,2016-4-8,16:49:9,5526,13204,2016-4-8,16:49:9,14396,305808,2016-4-8,16:49:9,14721,231823
2016-4-8,16:50:31,13291,34046,2016-4-8,16:49:10,15024,401595,2016-4-8,16:49:10,15302,292626,2016-4-8,16:49:10,11457,50243,2016-4-8,16:49:10,5530,13184,2016-4-8,16:49:10,14538,304684,2016-4-8,16:49:10,14620,207618
2016-4-8,16:50:32,13280,34036,2016-4-8,16:49:11,15071,385398,2016-4-8,16:49:11,15195,297226,2016-4-8,16:49:11,11461,50206,2016-4-8,16:49:11,5532,13162,2016-4-8,16:49:11,14196,264153,2016-4-8,16:49:11,14778,220026
2016-4-8,16:50:33,13270,34025,2016-4-8,16:49:12,14650,380292,2016-4-8,16:49:12,14787,280521,2016-4-8,16:49:12,11463,50160,2016-4-8,16:49:12,5531,13138,2016-4-8,16:49:12,14565,285737,2016-4-8,16:49:12,15430,237756
2016-4-8,16:50:34,13260,34017,2016-4-8,16:49:13,15464,394467,2016-4-8,16:49:13,14967,278740,2016-4-8,16:49:13,11465,50119,2016-4-8,16:49:13,5528,13115,2016-4-8,16:49:13,14334,273597,2016-4-8,16:49:13,15352,238570
2016-4-8,16:50:35,13252,34009,2016-4-8,16:49:14,15165,366467,2016-4-8,16:49:14,15507,301287,2016-4-8,16:49:14,11476,50076,2016-4-8,16:49:14,5527,13094,2016-4-8,16:49:14,14462,271772,2016-4-8,16:49:14,15153,226481
2016-4-8,16:50:36,13243,32409,2016-4-8,16:49:15,14889,357186,2016-4-8,16:49:15,14958,281587,2016-4-8,16:49:15,11472,50027,2016-4-8,16:49:15,5524,13073,2016-4-8,16:49:15,14245,268093,2016-4-8,16:49:15,15505,233591
2016-4-8,16:50:37,13233,34871,2016-4-8,16:49:16,14250,346151,2016-4-8,16:49:16,15012,273028,2016-4-8,16:49:16,11468,31163,2016-4-8,16:49:16,5523,13055,2016-4-8,16:49:16,14516,283210,2016-4-8,16:49:16,15537,244455
2016-4-8,16:50:38,13225,34743,2016-4-8,16:49:17,15499,390689,2016-4-8,16:49:17,15138,268311,2016-4-8,16:49:17,11458,28810,2016-4-8,16:49:17,5522,13038,2016-4-8,16:49:17,14542,269373,2016-4-8,16:49:17,15451,229416
2016-4-8,16:50:39,13216,34602,2016-4-8,16:49:18,15548,380331,2016-4-8,16:49:18,15258,287519,2016-4-8,16:49:18,11446,28696,2016-4-8,16:49:18,5518,13017,2016-4-8,16:49:18,14665,256424,2016-4-8,16:49:18,15805,237900
2016-4-8,16:50:40,13203,34456,2016-4-8,16:49:19,14339,333066,2016-4-8,16:49:19,16373,322130,2016-4-8,16:49:19,11448,28590,2016-4-8,16:49:19,5515,12999,2016-4-8,16:49:19,15333,324718,2016-4-8,16:49:19,15106,209311
2016-4-8,16:50:41,13196,34348,2016-4-8,16:49:20,15305,377203,2016-4-8,16:49:20,15523,284488,2016-4-8,16:49:20,11461,28470,2016-4-8,16:49:20,5518,12991,2016-4-8,16:49:20,14729,280699,2016-4-8,16:49:20,15943,253834
2016-4-8,16:50:42,13191,34246,2016-4-8,16:49:21,15789,386696,2016-4-8,16:49:21,15448,280951,2016-4-8,16:49:21,11471,28349,2016-4-8,16:49:21,5517,12985,2016-4-8,16:49:21,15032,287716,2016-4-8,16:49:21,15569,234047
2016-4-8,16:50:43,13180,34110,2016-4-8,16:49:22,15659,389922,2016-4-8,16:49:22,16448,323179,2016-4-8,16:49:22,11475,28252,2016-4-8,16:49:22,5517,12979,2016-4-8,16:49:22,14889,300708,2016-4-8,16:49:22,16402,269253
2016-4-8,16:50:44,13174,34060,2016-4-8,16:49:23,15314,352414,2016-4-8,16:49:23,14593,244908,2016-4-8,16:49:23,11475,28221,2016-4-8,16:49:23,5519,12973,2016-4-8,16:49:23,15084,295328,2016-4-8,16:49:23,14884,213296
2016-4-8,16:50:45,13173,34051,2016-4-8,16:49:24,15646,391315,2016-4-8,16:49:24,15141,264843,2016-4-8,16:49:24,11479,28191,2016-4-8,16:49:24,5521,12967,2016-4-8,16:49:24,14482,243452,2016-4-8,16:49:24,14797,223253
2016-4-8,16:50:46,13167,34042,2016-4-8,16:49:25,15559,396544,2016-4-8,16:49:25,16072,296541,2016-4-8,16:49:25,11488,28158,2016-4-8,16:49:25,5523,12962,2016-4-8,16:49:25,15324,310508,2016-4-8,16:49:25,16343,256047
2016-4-8,16:50:47,13159,34032,2016-4-8,16:49:26,15516,393679,2016-4-8,16:49:26,14037,227762,2016-4-8,16:49:26,11500,28120,2016-4-8,16:49:26,5525,13109,2016-4-8,16:49:26,15126,296712,2016-4-8,16:49:26,16140,243615
2016-4-8,16:50:48,13153,37035,2016-4-8,16:49:27,15060,345682,2016-4-8,16:49:27,15375,268740,2016-4-8,16:49:27,11515,28081,2016-4-8,16:49:27,5528,13224,2016-4-8,16:49:27,14604,250732,2016-4-8,16:49:27,16707,256596
2016-4-8,16:50:49,13146,34879,2016-4-8,16:49:28,15237,354602,2016-4-8,16:49:28,16054,292118,2016-4-8,16:49:28,11525,28051,2016-4-8,16:49:28,5531,13583,2016-4-8,16:49:28,14975,281112,2016-4-8,16:49:28,15760,226753
2016-4-8,16:50:50,13134,34743,2016-4-8,16:49:29,15824,418132,2016-4-8,16:49:29,16234,296885,2016-4-8,16:49:29,11532,28020,2016-4-8,16:49:29,5534,13614,2016-4-8,16:49:29,14821,262494,2016-4-8,16:49:29,16376,240739
2016-4-8,16:50:51,13125,34607,2016-4-8,16:49:30,16047,404143,2016-4-8,16:49:30,16705,309388,2016-4-8,16:49:30,11540,27025,2016-4-8,16:49:30,5533,13601,2016-4-8,16:49:30,15057,283025,2016-4-8,16:49:30,15892,226918
2016-4-8,16:50:52,13115,34466,2016-4-8,16:49:31,15715,447652,2016-4-8,16:49:31,15127,252214,2016-4-8,16:49:31,11537,26873,2016-4-8,16:49:31,5529,13589,2016-4-8,16:49:31,15274,282491,2016-4-8,16:49:31,16171,228166
2016-4-8,16:50:53,13105,34322,2016-4-8,16:49:32,16400,446159,2016-4-8,16:49:32,16399,299681,2016-4-8,16:49:32,11534,26799,2016-4-8,16:49:32,5530,13576,2016-4-8,16:49:32,15625,303520,2016-4-8,16:49:32,16417,228244
2016-4-8,16:50:54,13097,34202,2016-4-8,16:49:33,15536,405019,2016-4-8,16:49:33,16090,285955,2016-4-8,16:49:33,11544,26719,2016-4-8,16:49:33,5532,13563,2016-4-8,16:49:33,14960,282893,2016-4-8,16:49:33,16790,243416
2016-4-8,16:50:55,13091,34101,2016-4-8,16:49:34,16388,437738,2016-4-8,16:49:34,15717,268249,2016-4-8,16:49:34,11541,26624,2016-4-8,16:49:34,5530,13548,2016-4-8,16:49:34,16411,334852,2016-4-8,16:49:34,15641,207439
